qb_transaction_id,class,qb_description,qb_description_fp,qb_date,qb_amount,qb_ledger_book_id,user_id,client_entity_id,practice_id,n_matches,n_approved,n_unapproved
68982491-fd11-4863-83c2-f3eadb48e7ac,R3,CLIENT PAYMENT INV-3014,57cb7e7d23c884711d5cfbdbc6f8fe3c78e3c2b4b0b00979818ba26c4bd04fba,2026-09-15,-321.71,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
69db24fb-a9e9-43df-b0c8-7e2867f883e8,R3,PAYPAL PAYOUT,c4a887e4e8d7632007072a480c63947374313c0cf37d13e471602c897fb455a8,2026-09-07,-1644.80,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
6b46ee41-78e1-48f9-8cfe-3e441989bf23,R3,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,2026-09-03,1397.79,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
6de84a10-8eb6-4d12-9953-5db36a0ca1e2,R2,CLIENT PAYMENT INV-3015,cacc5bf5ef54b6b11ad524f3d65c206737af16d82fe9944ca285b38ebbd6e50a,2026-09-17,-2568.26,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
767abc0b-94fc-4d41-bf87-949448035478,R3,CLIENT PAYMENT INV-3008,0d1a3b997d44400805c9272e7706e888a25af703767ead96cba45453406c198a,2026-09-08,-973.71,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
7d3a9b86-f9ac-4a8e-8c42-87dfe180d142,R3,AMAZON WEB SERVICES,e286778b9c16222b1a789660bcf33f7b833fb1e44ae61064a95af9b614916774,2026-09-06,329.49,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
7fe04dcf-940e-4e7f-8711-86323189c11d,R3,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,2026-09-16,261.14,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,2,0
80789a56-1059-4cdd-9e0f-91f8847ff1af,R3,CLIENT PAYMENT INV-3015,cacc5bf5ef54b6b11ad524f3d65c206737af16d82fe9944ca285b38ebbd6e50a,2026-09-17,-2568.26,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
841792dd-1fc5-466f-9096-4411bd96287c,R2,CLIENT PAYMENT INV-3006,851559b0e91b9e2ce5406a7ccda012f7959e883d7da6b553fe8300bde87e4493,2026-09-04,-480.65,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,2,1,1
87248275-7af1-48ae-9dcc-5cf089f49db3,R3,CLIENT PAYMENT INV-3011,d216e750c164970f9b22512542dad86d254787dd920e72618dbe5632c6890b50,2026-09-11,-1664.77,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,4,2,2
895c38df-41d0-443f-a3ce-fd9d4afe4f7b,R3,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,2026-09-09,-2627.20,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,5,2,3
8a125983-8901-4614-a19a-abd7a4ff86a7,R3,CLIENT PAYMENT INV-3005,0dc0c131f5f51af06bd1ef5f24ca427d175bc3d58723c30da9f6bf38598bf432,2026-09-04,-383.67,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,6,3,3
