match_id,role,class,stage,reason,action,qb_transaction_id,qb_date,qb_amount,qb_description,qb_description_fp,qb_ledger_book_id,bank_transaction_id,bank_date,bank_amount,bank_description,bank_description_fp,bank_merchant,statement_id,statement_file_name,statement_upload_date,statement_ledger_book_id,user_id,client_entity_id,practice_id,matched_by,matched_at,confidence,flagged_level,approved_at,approved_by,intended_survivor_match_id,evidence_summary,permitted_survivor_match_ids,permitted_decisions
217f4198-7d4e-42a8-a101-30bd580f820f,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,d3c34529-7dd6-4606-af2b-d59c2f19411a,2026-09-01,1484.39,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,637fd8a7-3a16-4f46-bbc3-77fc5e0c5549,2026-09-04,1348.36,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,GOOGLE WORKSPACE,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.4,red,2026-08-08T22:55:57.498+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,e8e838df-6573-4063-a722-d2b48129c52f,approved row bank amount 1348.36 contradicts QB amount 1484.39; approved exact-amount survivor e8e838df-6573-4063-a722-d2b48129c52f,e8e838df-6573-4063-a722-d2b48129c52f,RETIRE;DO_NOT_REPAIR
222b0be3-2c9b-4fa8-9d1d-1aad6735d408,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,04c1bde4-5d48-4223-8e22-6049b5b7961f,2026-09-01,178.44,STRIPE FEE,f0ba59aa7aa6663dd74593cd25e7adb8707b24f6f20908694a2a2c91c9b8a541,e125b9e1-616a-4c65-969d-6e650b6d38ac,7680729e-b498-47a8-a81c-4c2cd5273415,2026-09-02,-294.46,STRIPE PAYOUT,b1ba32ff6017633bf4a5f0b8cf094a15f87173e492fab6d5d965b6bd6d5941ec,STRIPE PAYOUT,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.45,red,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,1e11eb23-95e6-48d4-98ea-37e29001c9a7,approved row bank amount -294.46 contradicts QB amount 178.44; approved exact-amount survivor 1e11eb23-95e6-48d4-98ea-37e29001c9a7,1e11eb23-95e6-48d4-98ea-37e29001c9a7,RETIRE;DO_NOT_REPAIR
231364de-9406-44b3-9b06-b1b7b4ae8191,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,130b21ed-869f-4485-8732-186c9f166d12,2026-09-15,1956.08,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,e125b9e1-616a-4c65-969d-6e650b6d38ac,ebcbb658-cb61-4cc3-bfb8-85b77a9bf0b3,2026-09-13,1967.79,OFFICE DEPOT,3275864377542bd8883cb51767fd2c943ee93720f491075090e4d2d1b4db6de4,OFFICE DEPOT,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.75,yellow,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,516db136-3f3b-4c51-906b-43bad7c61570,approved row bank amount 1967.79 contradicts QB amount 1956.08; approved exact-amount survivor 516db136-3f3b-4c51-906b-43bad7c61570,516db136-3f3b-4c51-906b-43bad7c61570,RETIRE;DO_NOT_REPAIR
246f4c37-18f6-4eaa-946f-00df966a3787,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,a2db043b-2eeb-45a4-9633-3a20c079c076,2026-09-11,1365.01,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,cdb020af-e382-4856-b023-43c9928a89f7,2026-09-09,1703.43,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,MICROSOFT 365,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.6,red,2026-08-08T22:55:57.498+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,86697b4b-0896-4587-a022-bcce102b7f71,approved row bank amount 1703.43 contradicts QB amount 1365.01; approved exact-amount survivor 86697b4b-0896-4587-a022-bcce102b7f71,86697b4b-0896-4587-a022-bcce102b7f71,RETIRE;DO_NOT_REPAIR
2524f1b3-80b6-4862-905e-af9758544d37,candidate,R6,2,conflicting_approved_duplicate_evidence,SUPERSEDE,eff8b3ac-a91a-4b6b-af95-fb033a0d45d7,2026-09-30,1000.00,TRANSFER TO SAVINGS,2550ddeaf2e9936c2182a63fd46dce90fcff49f5c3da8e0ed098afd6a56ebf34,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,4660f6e0-44e9-4ae9-926e-58d2f3643dab,2026-09-30,1000.00,TRANSFER TO SAVINGS,2550ddeaf2e9936c2182a63fd46dce90fcff49f5c3da8e0ed098afd6a56ebf34,TRANSFER TO SAVINGS,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,1,green,2026-08-08T22:55:52.367+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,abcdfc04-deeb-46c5-9451-52ee3ad65b31,identical-evidence approved pair on QB 'TRANSFER TO SAVINGS'; accountant selects which side (if any) retires; permitted survivor for this row is abcdfc04-deeb-46c5-9451-52ee3ad65b31,abcdfc04-deeb-46c5-9451-52ee3ad65b31,RETIRE;DO_NOT_REPAIR
26f251b3-b505-427c-a3d8-d7cb0df24235,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,977a0dd1-1b82-4cd0-8fa3-7fd8cc85e018,2026-09-01,1484.39,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,e125b9e1-616a-4c65-969d-6e650b6d38ac,4e131e7e-ebb3-4c39-bdc5-f6597bfaab7d,2026-09-03,13.80,GOOGLE WORKSPACE,c3f6bcf802410fe377de9e52cc34a7fd6c4cde995f949d42420033abefeaae19,GOOGLE WORKSPACE,ff103bc1-eda0-4d19-92be-094c006f220c,zaki_bank_reconciliation_test.csv,2026-08-10T06:25:15.634868+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-10T06:25:16.228+00:00,0.6,red,2026-08-10T06:26:01.852+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,9caf65bd-6441-4e8c-9d1d-453f5b2affb0,approved row bank amount 13.8 contradicts QB amount 1484.39; approved exact-amount survivor 9caf65bd-6441-4e8c-9d1d-453f5b2affb0,9caf65bd-6441-4e8c-9d1d-453f5b2affb0,RETIRE;DO_NOT_REPAIR
2730ee68-2e51-49cd-bcd4-3de2085e2b84,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,cabbec10-5155-4102-94ce-f90baf4c0441,2026-09-12,1538.35,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,e125b9e1-616a-4c65-969d-6e650b6d38ac,b9967cec-3cb1-403e-94e2-66e30c4227c3,2026-10-03,1532.80,TRAINLINE,e1eaff0eb106c162aaa2b5b15fe915f5817a5855983217f5e3b5d5d5d9bfbf39,TRAINLINE,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.65,red,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,9fb4f0b6-6c7e-4b73-80db-aeaac4028a8e,approved row bank amount 1532.8 contradicts QB amount 1538.35; approved exact-amount survivor 9fb4f0b6-6c7e-4b73-80db-aeaac4028a8e,9fb4f0b6-6c7e-4b73-80db-aeaac4028a8e,RETIRE;DO_NOT_REPAIR
27a36904-9aaa-4deb-827e-f426d58014d6,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,4eca4547-892a-495e-9a4f-024436f3a38e,2026-09-06,763.35,MICROSOFT 365,1054cb307cd7f9019a0860035920cc725f32eb675bee25548ddf1f634c9dc8d5,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,6ac32993-8d08-47c5-abc4-eeedcffab443,2026-09-07,761.05,ADOBE,ee9021c84f33366bde80b75efa132836e47afa18b9ce58e8077f4c25d039666c,ADOBE,9768e13a-f660-42ec-9bce-58c1e13ef96c,zaki_bank_test_150_transactions.csv,2026-08-08T22:51:51.488188+00:00,933cc6e0-27ea-4570-8a3b-41d1a8af9a13,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,47f6862a-19c4-4c66-9207-fc20fc3ec2f2,1c8b1bb2-1e2b-4d24-b141-e674ac840b6e,auto,2026-08-08T22:51:52.097+00:00,0.75,yellow,2026-08-08T22:55:57.498+00:00,0042d6e0-86f5-4c2e-970e-a0c7ac04106a,de27aef0-9acf-4074-aefe-0b46e16b95cd,approved row bank amount 761.05 contradicts QB amount 763.35; approved exact-amount survivor de27aef0-9acf-4074-aefe-0b46e16b95cd,de27aef0-9acf-4074-aefe-0b46e16b95cd,RETIRE;DO_NOT_REPAIR
2b53dd76-c14d-4e41-9404-790966de64c8,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,33b62ce5-4cd4-4ccb-a336-18577f073969,2026-09-01,-403.61,CLIENT PAYMENT INV-3001,81a13a3baadec3c85229974f613ac10289d9e65a2640ffca1beb601538fd4293,e125b9e1-616a-4c65-969d-6e650b6d38ac,0f89ec9e-866b-4296-a5ef-e2b0ad60b11a,2026-09-02,-1250.00,CLIENT PAYMENT INV-3001,81a13a3baadec3c85229974f613ac10289d9e65a2640ffca1beb601538fd4293,CLIENT PAYMENT INV-3001,ff103bc1-eda0-4d19-92be-094c006f220c,zaki_bank_reconciliation_test.csv,2026-08-10T06:25:15.634868+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-10T06:25:16.228+00:00,0.6,red,2026-08-10T06:26:00.874+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,dffdc20e-2e89-4a13-925c-2ffe9a5996b1,approved row bank amount -1250 contradicts QB amount -403.61; approved exact-amount survivor dffdc20e-2e89-4a13-925c-2ffe9a5996b1,dffdc20e-2e89-4a13-925c-2ffe9a5996b1,RETIRE;DO_NOT_REPAIR
2d527274-d957-48d7-a89c-2cc0c5e5c2dc,candidate,R3,2,unsupported_approved_claim,SUPERSEDE,a930ae6c-d213-4644-87d1-7dc9ea7065ac,2026-09-13,309.91,SHELL,ce635c4eabff5e4f56dba8fb1e39ca235530aa2b6b18533eef1af3862016c577,e125b9e1-616a-4c65-969d-6e650b6d38ac,fca1c758-bc64-408e-98eb-4c4789477b17,2026-09-08,596.93,SHELL,ce635c4eabff5e4f56dba8fb1e39ca235530aa2b6b18533eef1af3862016c577,SHELL,2b699161-319f-45f8-a54d-d9de32513cec,zaki_bank_test_150_transactions.csv,2026-08-09T03:04:53.205904+00:00,e125b9e1-616a-4c65-969d-6e650b6d38ac,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,daa94c07-e040-4a68-9c2f-b7f1c57582c8,3b8c0820-6970-400f-a6ed-827890f4b74c,auto,2026-08-09T03:04:53.612+00:00,0.4,red,2026-08-09T03:07:40.582+00:00,38832e8e-fa0f-45a3-96ce-3cb6da270cbe,dabcf095-a698-49dc-85a3-a1b36858ea6d,approved row bank amount 596.93 contradicts QB amount 309.91; approved exact-amount survivor dabcf095-a698-49dc-85a3-a1b36858ea6d,dabcf095-a698-49dc-85a3-a1b36858ea6d,RETIRE;DO_NOT_REPAIR
